,text,label
6609,"@ycfcnick the city is famous for the shambles, sadly the old street in the centre plays second fiddle to the stadium debacle nowadays!",sadness
6610,Clean the #sink and make your #bathroom shine.,sadness
6611,"_Her mind is a #dark room,\nDeveloping #Madness  â™¨ðŸ˜˜",sadness
6612,Feels like I lost my best friend #lost #fml #missingyou,sadness
6613,@Micky_A_Lawson Paddy McNair is our joint top scorer......yeah.....justlet that sink in haha,sadness
6614,*Sigh*  #saddness #afterellen #shitsucks,sadness
6615,@BoardEveryday @turnorder @pinchback21 80s new wave/techno - or jazz / blues depending my mood,sadness
6616,@BroggersM19 @Calum250284 He had been retired 20 minutes ago by most blues on here ðŸ˜Š,sadness
6617,It's been 5 weeks and I still go through depression smh,sadness
6618,People too weak to follow their own dreams will always find a way to discourage yours.,sadness
6619,"Itâ€™s possible changing meds is best not done while under stress. Difficult to tell what part of despair is circumstantial, what is drugs.",sadness
6620,@seantkin @coachella @RomanDanielsXXX @kodyknightXXX I see my 'eliminate the hanging tongue' campaign is a dismal failure.,sadness
6621,@HartRamsey #UPLIFT If you're still discouraged it means UR Listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!,sadness
6622,"You know when you're just slightly high, the state between sober and high af? That's beautiful. I wish I could feel like that 24/7.",sadness
6623,"If Troyler will die, I'm gonna die with them\n#troyler #sadness #fuckin'lifeisnotafairytale",sadness
6624,Never let the sadness of your past ruin your future,sadness
6625,@nadinekellman yes I can. Don't discourage me.,sadness
6626,"them cold, dark nights are slowly creeping in ðŸŒŒ",sadness
6627,"@ReaganRachelle if I go I'm going to blow some serious money, idk if that's a sacrifice I'm willing with make",sadness
6628,@rclemmons much #sadness and #heartbreak,sadness
6629,Very depressing seeing my whole fam packing to go on holiday tomorrow and I'm just staying here ðŸ™ƒ,sadness
6630,"its a gloomy day, im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy ðŸ˜‹",sadness
6631,Should've stayed at school cause ain't nobody here,sadness
6632,@CornerBakery Sorry I missed you :) I stayed up late working and pondering life,sadness
6633,@suddenlyapples This is an on-going affliction for me and the only cure is more Shiro,sadness
6634,It's always depressing to sort WordPress plugin recommendations not by 'best' but by 'least offensive in terms of premium features.',sadness
6635,"*wants body to look a certain way*\n*eats 3 cookies, mac n cheese, kitchen sink, and small neighbor child*",sadness
6636,Their engine runs on fuel called whining :-)\n\nU jst  hv 2b observant..\nHar din Rona dhona &amp; complain. \nHappy news makes them unhappy :-),sadness
6637,Caballero's passing remains absolutely dreadful I see!,sadness
6638,Listening to old school house music kentphonic-sunday showers 'hanging around' 'sing it back' #blues,sadness
6639,"I truly feel like science has the ability to make a milk out of anything ... cashew milk, hemp milk, pine nut milk, dandelion milk",sadness
6640,@jordan_grimmer If that's messin I can't wait to see #serious !! Brilliant stuff,sadness
6641,@AniahROSE I know smh. My heart sunk into my stomach.,sadness
6642,"How many tweets is that now? How fast was I going? God, I love being #sober and #intelligent.",sadness
6643,"@katethecursed @shannonrdk LOL this day is too gloomy for being people, should've canceled and stayed in bed",sadness
6644,@funkxwidme only #true #depression #fans will get this one ðŸ˜‚ðŸ˜‚,sadness
6645,I'm looking for a good promoter #rock #blues,sadness
6646,@danhirtle @Bell Another unhappy customer.  #secreteyes,sadness
6647,"When I was new, I hate the Judge Judy sponsorship style- but looking back it was the only thing that worked. #recovery #sober #cantconacon",sadness
6648,@Hannahcolleen06 I have 12 &amp; that's the only one I didn't like ðŸ˜‚ mine comes out patchy. It's the only dark color by her I have tho.,sadness
6649,I know it's the final day of summer when it's the finale of @CBSBigBrother #sadness,sadness
6650,lost 11 lbs since I got married (eating healthy) &amp; ive gone from a 9:47 mile to a 8:50 mile in 2 weeks. #areyousureimagedout #fitness,sadness
6651,@TelegraphNews why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!,sadness
6652,"Those were the times, I thought I can never be sober. But still His grace are beyond my limits ðŸ™ðŸ¾",sadness
6653,"@komaebun He just has that way of thinking, he wants absolute hope born from absolute despair.",sadness
6654,"@asjoshtaylor sadly I don't think I'll see you on tour, but have fun, you're gonna rock! ðŸŽ‰ðŸ‘ŒðŸ»ðŸ’™ #HotForMeTour",sadness
6655,@metalAndTheGeek @astoldbyfANGIRL SAME! I always say it was the best time of my life. I closed my store down and it was so depressing,sadness
6656,"@kole_holland don't fret, there's another game on at 8 #staytuned",sadness
6657,Historically Japanese have always been into #jazz and #blues. The 70s dark age of jazz big names like C.C. &amp; M.D. were surviving on Tokyo.,sadness
6658,Honestly today I just felt like maybe track isn't for me #sad,sadness
6659,Honestly today I just felt like maybe track isn't for me ,sadness
6660,"@SiWheeler78 never a dull moment, hope you had a gd trip down",sadness
6661,nooooo. Poor Blue Bell! not again. #sad,sadness
6662,nooooo. Poor Blue Bell! not again. ,sadness
6663,@andreamitchell said @berniesanders not only did not play up HRC in campaigning 4 her in OH but he did not discourage 3rd Party vote. TRUE??,sadness
6664,im having the worst week ever and i cant even go home yet to just sulk in my bed,sadness
6665,Got a #serious #hyper #predator #heckler situation over here,sadness
6666,@5SOS I swear I will not go mourn becauseðŸ˜­ðŸ˜­ðŸ’”ðŸ’”,sadness
6667,@_iConceitedOne_  Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS,sadness
6668,"@jimmyfallon @ShawnMendes I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine #FallSongs",sadness
6669,@mizzymaxx @Bsmarz22 @ssmik2309 haha Bro she's sadly married man ðŸ˜©ðŸ˜©,sadness
6670,Fuck yall @Panthers for hiring that GOP PR guy to discourage Cam from speakinh his mind and heart about racism,sadness
6671,"@stevierayrob Can Elliot Friedman please stop talking, you are clueless. You haven't seen the ball since the kickoff. #mope",sadness
6672,All work and no play makes Jack a dull boy,sadness
6673,Yes I am picking up sticks and pine cones in my front yard,sadness
6674,Seeing an old coworker and his wife mourn the loss of their 23 year old daughter was one of the saddest things I've ever seen ðŸ˜¢,sadness
6675,can it stay gloomy but get cold pls,sadness
6676,@macmacm43 jeezus God #dark,sadness
6677,@macmacm43 jeezus God ,sadness
6678,This is the first time I've been sober on my birthday in 6 years. #recovery #sobriety #sober #soberissexy #sobernative,sadness
6679,"Have any of you ever stayed in hostels overseas? My only frame of reference is the movie Hostel, and we all know how that went.",sadness
6680,the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.ðŸ‘½,sadness
6681,I need all your attention! If I don't I'll pout..,sadness
6682,It would appear it's a good year for the #blues,sadness
6683,.@WotzupCapeTown - thanks for sharing! Surprise guests! @HumanJurgen &amp; visiting US Tenor Sax @CunninghamColin. #livemusic #capetown #blues,sadness
6684,@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don't be discouraged.,sadness
6685,"Well, I had hopes for today. No go. #unhappy",sadness
6686,Henny and pine apples ðŸ¤”,sadness
6687,@pete_ferriday Aww rest your weary head here,sadness
6688,I've been loving you too long #OtisRedding #blues,sadness
6689,"@charles_gaba No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly",sadness
6690,@_MrAminuddin @ejainews @_AlifH @AhmadFuadAdnan dont play with this master noob u want to win.. #serious,sadness
6691,@JohnVerdejo Mannn I can't count how many times I've had the '#PR's power grid needs some serious updating' conversation...,sadness
6692,Up on melancholy hill,sadness
6693,Speech was bold coz it wasn't written by PM NS bt the expression/tone was his own dull n dim,sadness
6694,"Dropped my phone in the sink earlier.No sound, but everythin else works.Prepared myself for life without music until I put my earphones in",sadness
6695,"B day next week, catch the sauce and watch the heaviness!",sadness
6696,@GrimsToyShow @hunna_chunna you got hacked on your gaming channel grim by evil wood clowns yesterday September 20 and September 21 today,sadness
6697,How long will they mourn me?,sadness
6698,@MUTGuru I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos.,sadness
6699,"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",sadness
6700,Ibiza blues hitting me hard already wow,sadness
6701,Hey man are you asian?!' Nah man im hispan...'nah you just high as hell.' Some random crackhead in the wal-mart parking lot...cmon #sober,sadness
6702,Does she really need to pout all the time - getting on my nerves #GBBO,sadness
6703,Yet again another night I should've stayed inðŸ˜Š,sadness
6704,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,sadness
6705,"it's still not sunk in that im seeing joe next month, im so grateful and excited shit",sadness
6706,"@modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break.",sadness
6707,"Rooney ! Oh dear, oh dear ! Fucking dreadful ðŸ™ˆâš½ï¸âš½ï¸",sadness
6708,@Batman_ofgotham Her golden brown hues met with those baby blues as her arms crossed over the breasts he had been gulking at. 'Let me guess-,sadness
6709,@zombieisIand yeah friends of minw have witnesse accidents and a road near me like??? cars hav like sunk?? but ih gosh be safe okay !!,sadness
6710,@charles_gaba @NateSilver538 @DavMicRot @FiveThirtyEight A litany of name-calling. How dull.,sadness
6711,That's how you start a season that's how you open the show #show #them #how #dark #hell #can #get #Empire,sadness
6712,"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",sadness
6713,"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",sadness
6714,I honestly feel nothing towards either of my parents and it's pretty depressing,sadness
6715,@AshleyCWilson @MrDavidHobbs @IndyCaronNBCSN Glad the TV coverage was so successful because the attendance looked pretty dismal.,sadness
